gid,year,barren_ih,bdist3,capdist,excluded,forest_ih,gwno,water_ih
"144426","2010","0","161.819","591.0163","1","0","625","0"
"144427","2010","0","110.24","595.6354","1","0","625","0"
"144428","2010","0","58.12526","605.1001","1","0","625","0"
"144429","2010","0","10.46589","619.1882","1","0","625","0"
"144430","2010","0","44.02433","453.9357","1","0","530","0"
"144431","2010","0","68.26057","401.8552","1","0","530","0.3"
"144432","2010","0","108.6682","350.6286","1","0","530","0.25"
"144433","2010","0","155.1888","300.6926","0","0","530","0.14"
"144434","2010","0","205.7853","252.8134","0","0","530","0.09"
"144435","2010","0","258.0714","208.4134","0","0","530","0"
"144436","2010","0","311.1964","170.2374","0","0","530","0.02"
"144437","2010","0","356.6563","143.3473","0","0","530","0"
"144438","2010","0","343.0143","134.6819","0","0","530","0"
"144439","2010","0","290.2724","147.4892","0","0","530","0"
"144440","2010","0","238.4189","177.1722","0","3","530","0"
"144441","2010","1.89","188.1899","216.9101","0","0","530","2.14"
"144442","2010","2.42","141.3285","262.1699","1","0.98","530","1.24"
"144443","2010","0","101.7219","310.5464","2","0","530","0"
"144444","2010","44","79.92905","360.788","2","0","530","0"
"144445","2010","58.87","59.43701","412.2133","1","0","530","0"
"144446","2010","17.48","9.271044","464.4291","1","0","530","0"
"144447","2010","0","31.98705","934.7662",,"0","520","0"
"144448","2010","0","52.5344","922.4753",,"0","520","0"
"144449","2010","0","21.44042","913.3717",,"0","520","0"
"144450","2010","59.34","22.73794","907.5514",,"0","520","0"
"144451","2010","51.82","32.04887","905.0778",,"0","520","1.01"
"144452","2010","57.56","55.81683","905.9781",,"0","520","0"
"144453","2010","27.19","50.96573","910.2425",,"0","520","0"
"144454","2010","18.06","55.75854","917.824",,"0","520","0"
"144455","2010","3.37","80.38677","928.6414",,"0","520","0"
"144456","2010","11.69","94.14467","942.5833",,"0","520","0"
"144457","2010","1.69","98.84708","959.5135",,"0","520","0"
"144458","2010","5.24","111.3044","979.2769",,"0","520","0"
"144459","2010","2.04","113.6117","1001.706",,"0","520","0"
"144460","2010","17.87","125.4814","1026.626",,"0","520","0"
"144461","2010","14.35","70.70463","1053.86",,"0","520","0"
"144462","2010","2","15.92825","1083.234",,"0","520","14.45"
"144463","2010",,"15.24434","1114.578",,,"520",
"144508","2010",,"20.62561","2063.114","0",,"750",
"144513","2010","0","11.22154","2033.849","0","8.05","750","31.6"
"144514","2010","0","57.01361","2031.973","0","0","750","2.4"
"144515","2010","0","104.2448","2031.436","0","44.09","750","0.91"
"144516","2010","0","146.6671","2032.241","0","23.81","750","0.69"
"144517","2010","0","102.6779","2034.385","0","3.13","750","0.07"
"144518","2010","0","54.36848","2037.865","0","0","750","1.72"
"144519","2010","0","3.277383","2042.673","0","0","750","30.6"
"144520","2010",,"1.599291","2048.8","0",,"750",
"144557","2010",,"21.33804","757.1473","0",,"775",
"144558","2010","0","2.644991","432.3328","0","65.09","800","8.01"
"144559","2010","0","7.711137","411.0114","0","17.23","800","0"
"144568","2010",,"13.6932","1214.243","0",,"816",
"144569","2010",,"17.90069","1205.485","1",,"816",
"144570","2010","0","2.259521","1199.054","1","0","816","36.13"
"144571","2010","0","32.00013","1194.987","1","0","816","2.7"
"144572","2010","0","28.35978","1193.308","1","0","816","5.64"
"144573","2010","0","5.13804","1194.028","1","1.84","816","8.64"
"144574","2010","0","3.70512","1197.142","0","6.59","816","49.3"
"144575","2010",,"14.06317","1202.631","0",,"816",
"144576","2010",,"37.76529","1210.464","0",,"816",
"144598","2010",,"8.625297","539.3448","1",,"840",
"144599","2010","0","2.555931","517.1776","1","54.89","840","0"
"144600","2010",,"22.15534","499.9601","1",,"840",
"144604","2010",,"27.3385","488.862","0",,"840",
"144605","2010",,"33.38646","501.0107","0",,"840",
"144606","2010","0","11.79425","518.5989","0","17.41","840","0"
"144607","2010","0","8.117504","541.0967","0","33.39","840","34.25"
"144608","2010","0","3.646352","567.9206","0","19.36","840","47.47"
"144609","2010",,"10.18126","598.4893","0",,"840",
"144610","2010","0","2.888434","632.2595","0","52.45","840","0"
"144611","2010",,"0.6941671","668.7466","0",,"840",
"144612","2010",,"10.24007","707.53","0",,"840",
"144613","2010",,"29.25142","748.2527","0",,"840",
"144700","2010",,"30.90968","392.0168",,,"983",
"144909","2010","0","7.367142","203.664","0","14.35","94","54.94"
"144910","2010","0","33.19922","156.4806","0","19.4","94","0.12"
"144911","2010","0","26.7178","116.15","1","65.33","94","2.46"
"144912","2010","0","6.916505","92.1573","0","73.56","94","0.76"
"144913","2010","0","2.273283","97.43015","0","62.51","94","19.49"
"144914","2010",,"33.40307","128.4127","0",,"94",
"144929","2010",,"34.6051","704.5535","0",,"100",
"144930","2010","0","0.2293167","692.2202","0","21.05","100","51.93"
"144931","2010","0","17.39535","684.1213","0","2.11","100","14.53"
"144932","2010","0","12.40466","680.4082","0","47.89","100","18.37"
"144933","2010","3.52","57.02733","681.1525","0","44.68","100","0"
"144934","2010","0","49.90557","686.3397","1","33.39","100","0"
"144935","2010","0","3.147324","695.8706","1","62.95","100","0.01"
"144936","2010","0","43.77384","584.2391","1","50.97","101","1.81"
"144937","2010","0","9.972952","529.597","0","2.68","101","27.62"
"144938","2010","7.92","22.0925","474.9701","0","9.9","101","12.15"
"144939","2010","0","49.7339","420.3645","0","16.89","101","0.83"
"144940","2010","1.65","61.92538","365.79","0","8.28","101","0"
"144941","2010","0","75.12087","311.2631","0","12.68","101","0.07"
"144942","2010","0","82.90783","256.8142","0","73.43","101","0.03"
"144943","2010","0","46.12775","202.5067","0","70.74","101","0"
"144944","2010","0","7.293953","148.4958","1","25.74","101","56.92"
"144945","2010",,"27.35539","95.28754","1",,"101",
"144946","2010",,"21.47071","45.77254","1",,"101",
"144947","2010",,"14.44377","33.12489","0",,"101",
"144948","2010",,"11.89841","78.01356","1",,"101",
"144950","2010",,"14.64464","184.4558","0",,"101",
"144952","2010",,"10.32557","293.1012","0",,"101",
"144953","2010",,"11.54044","347.6065","0",,"101",
"144954","2010","0","7.020278","402.1674","0","20.3","101","63.33"
"144955","2010",,"0.8798137","456.764","0",,"101",
"144956","2010",,"5.808013","511.3846","0",,"101",
"144957","2010",,"10.66749","27.8191","0",,"52",
"144958","2010","0","4.381008","31.1994","0","41.11","52","44.19"
"144959","2010",,"19.3808","84.5973","0",,"52",
"145050","2010",,"21.74075","217.3457",,,"438",
"145051","2010","0","4.45231","178.2472",,"10.16","438","50.57"
"145052","2010","0","30.90188","149.3663","0","17.56","438","0.34"
"145053","2010","0","84.45467","137.3093","0","13.44","438","0"
"145054","2010","0","100.4741","146.2968","0","14.08","438","0.02"
"145055","2010","0","100.5978","173.0809","0","11.36","438","1.12"
"145056","2010","0","90.14872","210.9895","0","15.4","438","1.1"
"145057","2010","0","83.3145","255.1106","0","1.01","438","0"
"145058","2010","0","83.23302","302.74","0","0.23","438","0"
"145059","2010","0","97.44264","352.4582","0","0.19","438","0"
"145060","2010","0","132.5953","403.4937","0","0.05","438","0.03"
"145061","2010","0","120.164","455.4037","0","0.24","438","0.69"
"145062","2010","0","67.34006","507.92","0","0.11","438","0.53"
"145063","2010","0","24.65069","560.8724","0","0.15","438","0"
"145064","2010","0","7.461549","211.9377","0","0.09","432","0"
"145065","2010","0","35.72141","211.9377","0","0.15","432","0"
"145066","2010","0","44.78959","225.5213","0","0.06","432","0"
"145067","2010","0","14.86417","250.4881","0","0","432","0"
"145068","2010","0","1.765496","283.8502","0","0","432","0.01"
"145069","2010","0","31.75013","323.0166","0","0","432","0.05"
"145070","2010","0","20.18641","444.0958",,"0","439","0.19"
"145071","2010","0","64.48003","394.8136",,"0","439","0.46"
"145072","2010","0","102.5062","347.1058",,"0","439","0.01"
"145073","2010","0","88.86118","301.7204",,"0","439","0"
"145074","2010","0","35.57662","259.8771",,"0","439","0.01"
"145075","2010","0","14.96096","639.2431","0","0","452","0.06"
"145076","2010","0","27.76341","617.1886","0","0","452","0.02"
"145077","2010","0","27.68459","599.3994","0","0","452","0"
"145078","2010","0","27.92115","586.2639","0","0","452","0.52"
"145079","2010","0","23.14081","578.0995","0","0","452","0.17"
"145080","2010","0","19.0682","575.1178","0","0","452","0.08"
"145081","2010","0","28.4455","430.1234",,"0","461","0.06"
"145082","2010","0","6.905811","414.3738",,"0","461","0.03"
"145083","2010","0","40.79582","495.2781","0","0","434","0"
"145084","2010","0","72.20818","481.4332","0","0.16","434","0"
"145085","2010","0","78.67693","473.614","0","0","434","0"
"145086","2010","0","104.1065","472.1201","0","0","434","0"
"145087","2010","0","55.08561","477.011","0","0","434","0"
"145088","2010","0","3.503724","488.0946",,"0","434","0"
"145089","2010","0","44.42426","404.5065","0","0","475","1.32"
"145090","2010","0","98.89858","356.5771","0","0","475","9.76"
"145091","2010","0","153.4805","310.9369","0","0","475","0"
"145092","2010","0","208.0678","268.7547","0","0","475","0"
"145093","2010","0","259.7335","231.9253","0","0","475","0"
"145094","2010","0","249.4249","203.3778","0","0","475","0.01"
"145095","2010","0","248.983","186.9457","0","0","475","0.04"
"145096","2010","0","258.5581","185.8705","0","0","475","0.34"
"145097","2010","0","245.2933","200.3995","0","0","475","0.01"
"145098","2010","0","233.3807","227.5633","0","0","475","0"
"145099","2010","0","229.4109","263.4826","0","0","475","0"
"145100","2010","0","227.3879","305.0803","0","0","475","0"
"145101","2010","0","236.7309","350.3395","0","0","475","0.29"
"145102","2010","0","257.5201","398.013","0","0","475","0.11"
"145103","2010","0","231.8039","447.3295","0","0","475","0.76"
"145104","2010","0.32","180.871","497.8007","0","0","475","2.51"
"145105","2010","0","133.0054","549.1083",,"0","475","0.06"
"145106","2010","0","88.43562","601.038","0","0","475","0"
"145107","2010","0","36.00344","653.4414","0","0","475","0"
"145108","2010","0","10.21145","800.152","0","0","471","0.03"
"145109","2010","0","54.64185","818.8308","0","0","471","0"
"145110","2010","0","34.19286","840.7219","0","0","471","3.04"
"145111","2010","0","15.48593","106.9915",,"0","483","2.17"
"145112","2010","0","65.27842","121.761",,"0","483","1.56"
"145113","2010","0","104.5672","155.4559",,"0","483","1.71"
"145114","2010","0","144.7594","198.6694","0","0","483","1.08"
"145115","2010","0","191.9436","246.4441","0","0","483","0.28"
"145116","2010","0","239.7518","296.5837","0","0","483","0"
"145117","2010","0","212.9133","348.0678","0","0","483","0"
"145118","2010","0","196.0321","400.3778","0","0","483","0"
"145119","2010","0","191.3317","453.2277","0","0","483","0"
"145120","2010","0","179.0478","506.4484","0","0","483","0"
"145121","2010","0","138.7034","559.9341","0","0","483","0"
"145122","2010","0","102.3685","613.6153","0","0","483","0"
"145123","2010","0","52.78204","667.4448",,"0","483","0"
"145124","2010","0","9.84666","721.3891",,"0","483","0"
"145125","2010","0","15.54427","813.6","0","0","482","0"
"145126","2010","0","20.81673","842.374",,"0","482","0"
"145127","2010","0","20.72431","1139.617","2","0","625","0"
"145128","2010","0","58.42294","1092.083",,"0","625","0"
"145129","2010","0","105.0087","1045.195",,"0","625","0"
"145130","2010","0","151.8331","999.0443","1","0","625","0"
"145131","2010","0","198.8029","953.7376","1","0","625","0"
"145132","2010","0","247.9677","909.4016","2","0","625","0"
"145133","2010","0","299.0853","866.1854",,"0","625","0"
"145134","2010","0","351.3041","824.2656",,"0","625","0"
"145135","2010","0","387.6746","783.8503",,"0","625","0"
"145136","2010","0","422.1042","745.1844",,"0","625","0"
"145137","2010","0","459.7558","708.5546","1","0","625","0"
"145138","2010","0","500.5248","674.293","1","0","625","0"
"145139","2010","0","502.8377","642.7786","3","0","625","0"
"145140","2010","0","456.7381","614.4342","3","0","625","0"
"145141","2010","0","412.793","589.7173","2","0","625","0.01"
"145142","2010","0","371.7674","569.1009","2","0","625","0"
"145143","2010","0","332.896","553.0438","2","0","625","0"
"145144","2010","0","278.3284","541.9514","2","0","625","0"
"145145","2010","0","223.8284","536.132","2","0","625","1.51"
"145146","2010","0","169.4613","535.7576","1","0","625","0.31"
"145147","2010","0","115.4155","540.8395","1","0","625","0"
"145148","2010","0","62.52965","551.2266","1","0","625","0"
"145149","2010","0","16.21652","566.6274","1","0","625","0"
"145150","2010","0","1.411631","472.9834","1","0","530","0"
"145151","2010","0","32.60168","423.3339","1","0","530","0.31"
"145152","2010","0","85.66304","375.1312","1","1.88","530","0"
"145153","2010","0","139.975","329.012","1","1","530","0"
"145154","2010","0","194.4921","285.9861","0","2.88","530","0.05"
"145155","2010","0","249.042","247.6712","0","0","530","0.06"
"145156","2010","0","279.1831","216.582","0","4.55","530","0"
"145157","2010","0","316.2477","196.1845","0","0","530","0.03"
"145158","2010","0","333.56","189.9548","0","0","530","0"
"145159","2010","0","279.1344","199.2263","0","0","530","0"
"145160","2010","0","224.825","222.066","0","0.95","530","0.02"
"145161","2010","1.65","170.7428","254.8516","0","0","530","0"
"145162","2010","0","117.2032","294.2773","1","0","530","0"
"145163","2010","27.52","65.54971","338.0277","1","0","530","0"
"145164","2010","48.52","26.45165","384.6297","2","0","530","0"
"145165","2010","84.86","28.32479","433.1638","1","0","530","0"
"145166","2010","40.64","0.5770094","483.0479","1","0","530","0"
"145167","2010","0","42.86399","988.3741",,"0","520","0"
"145168","2010","0","9.938396","976.7718",,"0","520","27.24"
"145169","2010",,"24.36752","968.1891",,,"520",
"145171","2010",,"12.76828","960.3779",,,"520",
"145172","2010","12.2","9.846539","961.2255",,"0","520","41.76"
"145173","2010","6.35","2.875184","965.2411",,"0","520","52.61"
"145174","2010","26.48","5.172365","972.3855",,"0","520","39.63"
"145175","2010","5.44","32.02731","982.5904",,"0","520","1.35"
"145176","2010","2.77","39.07191","995.7618",,"0","520","0"
"145177","2010","8.67","44.71607","1011.784",,"0","520","0"
"145178","2010","2.29","56.8989","1030.523",,"0","520","0"
"145179","2010","15.62","59.91623","1051.835",,"0","520","0"
"145180","2010","5.88","74.42438","1075.567",,"0","520","0"
"145181","2010","0","85.68494","1101.561",,"0","520","0"
"145182","2010","2.16","41.33101","1129.662",,"0","520","0"
"145183","2010",,"13.22896","1159.717",,,"520",
"145225","2010",,"10.69513","2042.413","0",,"750",
"145226","2010",,"22.26636","2029.866","0",,"750",
"145232","2010",,"18.20584","1981.899","0",,"750",
"145233","2010","0","32.23563","1978.605","0","30.8","750","1.44"
"145234","2010","0","82.25061","1976.681","0","0","750","0.68"
"145235","2010","0","131.2435","1976.131","0","0","750","0.22"
"145236","2010","0","174.9592","1976.956","0","3.08","750","0.24"
"145237","2010","0","125.4013","1979.154","0","4.62","750","0.58"
"145238","2010","0","81.08488","1982.722","0","6.46","750","0.63"
"145239","2010","0","50.27752","1987.651","0","0","750","0.21"
"145240","2010","0","10.53497","1993.931","0","0","750","29.95"
"145265","2010",,"10.91756","2523.101","0",,"750",
"145266","2010",,"19.58667","2555.808","0",,"750",
"145277","2010",,"1.493803","704.4721","0",,"775",
"145278","2010","0","7.788569","723.5597","0","65.56","775","11.84"
"145279","2010","0","13.22983","359.3453","0","76.62","800","0"
"145280","2010",,"32.83229","342.1941","0",,"800",
"145287","2010",,"13.62524","202.4227","0",,"811",
"145288","2010","0","7.251808","155.151","0","36.97","811","33.66"
"145289","2010","0","20.33301","114.6051","0","48.03","811","6.41"
"145290","2010","0","24.76987","90.34662","1","0","811","0"
"145291","2010","0","14.73474","1139.761","1","0","816","5.37"
"145292","2010","0","21.91182","1138.005","1","0","816","0"
"145293","2010","0","5.590025","1138.758","1","1.11","816","0"
"145294","2010","0","7.812666","1142.015","0","6.07","816","6.64"
"145295","2010","0","28.1138","1147.756","0","34.42","816","0"
"145296","2010","0","10.11234","1155.943","0","40.08","816","0"
"145297","2010",,"21.93892","1166.525","0",,"816",
"145319","2010","0","3.717442","466.0337","1","18.9","840","0"
"145320","2010",,"15.53633","446.8853","1",,"840",
"145321","2010",,"32.5335","433.731",,,"840",
"145324","2010",,"20.35367","434.4564","0",,"840",
"145325","2010","0","10.98285","448.0582","1","61.66","840","0"
"145326","2010","0","5.46628","467.6076","0","35.25","840","0"
"145327","2010","0","26.09802","492.3966","1","32.4","840","11.83"
"145328","2010","0","7.51342","521.6787","0","12.04","840","61.41"
"145329","2010",,"23.60647","554.7428","0",,"840",
"145330","2010","0","4.313091","590.9543","0","72.67","840","0"
"145331","2010",,"17.88855","629.7703","0",,"840",
"145332","2010",,"2.948024","670.7388","0",,"840",
"145628","2010",,"26.38173","99.66983","0",,"93",
"145629","2010","0","10.32234","114.5569","0","33.4","93","0"
"145630","2010","0","17.62109","149.1817","0","11.1","93","0"
"145631","2010","0","20.73274","193.209","0","49.12","93","32.07"
"145632","2010","0","34.22991","241.551","0","91.57","93","0.11"
"145633","2010",,"11.99799","292.0729","0",,"93",
"145651","2010",,"18.1154","739.1273","0",,"100",
"145652","2010",,"2.08407","735.6966","0",,"100",
"145653","2010","0","1.720314","736.3841","0","87.98","100","0"
"145654","2010","0","6.274594","741.1783","0","69.75","100","0"
"145655","2010","0","31.56057","750.0007","1","40.19","100","0"
"145656","2010","2.32","2.771378","588.9718","0","34.01","101","0"
"145657","2010",,"12.06291","534.9079","0",,"101",
"145658","2010",,"25.15789","480.9794","0",,"101",
"145659","2010","47.74","2.460186","427.2377","0","0.35","101","0"
"145660","2010","66.13","10.74518","373.7637","0","0.13","101","0"
"145661","2010","16.22","20.39026","320.6914","0","23.09","101","7.55"
"145662","2010","0","29.46067","268.2595","0","65.35","101","3.69"
"145663","2010","0","14.36133","216.933","0","70.28","101","0"
"145664","2010",,"19.15418","167.7302","0",,"101",
"145672","2010",,"18.2446","303.125","0",,"101",
"145673","2010",,"16.62126","356.018","0",,"101",
"145679","2010",,"0.35539","106.8991","0",,"52",
"145768","2010",,"13.00552","98.45475",,,"404",
"145769","2010",,"1.309094","68.8162","0",,"404",
"145770","2010","0","4.187464","75.67798","0","27.02","404","33.16"
"145771","2010","0","9.805242","223.5882","0","17.19","438","3.66"
"145772","2010","0","39.49684","201.3582","0","0","438","0"
"145773","2010","0","47.85128","192.5987","0","9.27","438","0.01"
"145774","2010","0","71.93745","199.0956","0","11.56","438","0"
"145775","2010","0","116.6415","219.4984","0","13.53","438","0"
"145776","2010","0","116.8083","250.431","0","2.03","438","0.03"
"145777","2010","0","97.80415","288.5263","0","0","438","0.01"
"145778","2010","0","82.43804","331.3228","0","0.06","438","0.02"
"145779","2010","0","71.87186","377.2236","0","0.08","438","0.02"
"145780","2010","0","83.56258","425.2245","0","0.31","438","0"
"145781","2010","0","86.0412","474.6888","0","0.51","438","0"
"145782","2010","0","64.47733","525.2031","0","0","438","2.31"
"145783","2010","0","20.43138","576.4913","0","0","438","0.69"
"145784","2010","0","13.50985","157.2463","0","0","432","7.64"
"145785","2010","0","64.76142","157.2463","0","0","432","0"
"145786","2010","0","92.55289","175.0947","0","0","432","0"
"145787","2010","0","65.81779","206.2077","0","0","432","0"
"145788","2010","0","56.94302","245.5947","0","0","432","0"
"145789","2010","0","34.62421","289.9026","0","0","432","0"
"145790","2010","0","0.09478644","424.4579",,"0","439","0.06"
"145791","2010","0","53.49821","372.6846",,"0","439","0.01"
"145792","2010","0","99.59972","321.8082",,"0","439","0.03"
"145793","2010","0","103.7516","272.3324",,"0","439","0"
"145794","2010","0","53.07743","225.1823",,"0","439","0.04"
"145795","2010","0","27.43744","182.1729",,"0","439","0.02"
"145796","2010","0","27.54379","146.9855",,"0","439","0.04"
"145797","2010","0","27.62276","126.3346",,"0.03","439","0"
"145798","2010","0","27.37209","127.4913",,"0","439","0.01"
"145799","2010","0","27.87789","149.9518",,"0","439","1.1"
"145800","2010","0","10.78385","186.1584",,"0","439","0"
"145801","2010","0","20.80211","229.7002",,"0","439","0"
"145802","2010","0","27.99154","277.1412",,"0","439","4.51"
"145803","2010","0","0.003383216","548.2012","0","0","434","0.01"
"145804","2010","0","18.21634","535.7441","0","0","434","0.01"
"145805","2010","0","31.28777","528.739","0","0","434","0"
"145806","2010","0","68.31878","527.4033","0","0","434","0"
"145807","2010","0","31.56561","531.7795","0","0","434","0"
"145808","2010","0","12.41716","478.8458","0","0","475","0.06"
"145809","2010","0","57.95749","432.2845","0","0","475","2.13"
"145810","2010","0","111.6929","387.8783","0","0","475","0.82"
"145811","2010","0","165.0624","346.457","0","0","475","0.05"
"145812","2010","0","216.7625","309.2226","0","0","475","0"
"145813","2010","0","207.4068","277.8635","0","0","475","0"
"145814","2010","0","194.3663","254.5605","0","0","475","0"
"145815","2010","0","193.8474","241.6555","0","0","475","0.03"
"145816","2010","0","205.9804","240.826","0","0","475","0.21"
"145817","2010","0","192.3569","252.1911","0","0","475","3.41"
"145818","2010","0","178.5328","274.239","0","0","475","0.62"
"145819","2010","0","174.2356","304.6589","0","0","475","0.02"
"145820","2010","0","172.191","341.219","0","0","475","0.26"
"145821","2010","0","184.332","382.1611","0","0","475","0.07"
"145822","2010","0","210.3215","426.2242","0","0","475","0"
"145823","2010","0","227.9849","472.5358","0","0","475","0"
"145824","2010","0","208.9991","520.4961","0","0","475","0"
"145825","2010","0","158.1263","569.6887",,"0","475","0"
"145826","2010","0","110.0809","619.8202","0","0","475","0"
"145827","2010","0","64.48891","670.6799","0","0","475","0"
"145828","2010","0","17.28075","722.114","0","0","475","0"
"145829","2010","0","3.144675","870.4183","0","0","471","0"
"145830","2010","0","29.76695","891.0158","0","0","471","0"
"145831","2010","0","24.08106","51.75017",,"0","483","1.65"
"145832","2010","0","75.05991","77.78709",,"0","483","0.05"
"145833","2010","0","127.4561","123.9982",,"0","483","0"
"145834","2010","0","181.1428","175.0778","0","0","483","0"
"145835","2010","0","221.7558","227.7735","0","0","483","0"
"145836","2010","0","266.5021","281.1782","0","0","483","0"
"145837","2010","0","264.2526","334.9527","0","0","483","0"
"145838","2010","0","250.4811","388.9436","0","0","483","0"
"145839","2010","0","246.6252","443.0716","0","0","483","0"
"145840","2010","0","216.4484","497.2919","0","0","483","0"
"145841","2010","0","174.2566","551.577","0","0","483","0"
"145842","2010","0","125.6992","605.9094","0","0","483","0.01"
"145843","2010","0","84.90741","660.2773",,"0","483","0"
"145844","2010","0","60.02763","714.6725",,"0","483","0"
"145845","2010","0","34.88034","769.0889",,"0","483","0"
"145846","2010","0","20.33072","823.5223",,"0","483","0"
"145847","2010","0","30.27478","1113.839","2","0","625","0"
"145848","2010","0","84.83661","1065.251","1","0","625","0.06"
"145849","2010","0","135.5523","1017.222",,"0","625","0"
"145850","2010","0","180.3731","969.8337","1","0","625","0"
"145851","2010","0","227.1621","923.1864","1","0","625","0"
"145852","2010","0","274.0094","877.3982","2","0","625","0"
"145853","2010","0","321.2244","832.6108",,"0","625","0"
"145854","2010","0","370.2599","788.9952","1","0","625","0"
"145855","2010","0","420.6999","746.7567",,"0","625","0"
"145856","2010","0","465.3828","706.1426",,"0","625","0"
"145857","2010","0","499.7422","667.45","1","0","625","0"
"145858","2010","0","537.4865","631.0322","3","0","625","0"
"145859","2010","0","533.2641","597.3059","3","0","625","0"
"145860","2010","0","490.1053","566.7519","2","0","625","0.03"
"145861","2010","0","447.8982","539.9091","2","0","625","0"
"145862","2010","0","394.1629","517.3557","2","0","625","0"
"145863","2010","0","340.7219","499.6729","2","0","625","0"
"145864","2010","0","287.7391","487.3912","1","0","625","0"
"145865","2010","0","235.5244","480.9246","1","0","625","0"
"145866","2010","0","184.7302","480.508","1","0","625","1.23"
"145867","2010","0","136.9467","486.1569","1","0","625","0"
"145868","2010","0","91.28558","497.6648","1","0","625","0"
"145869","2010","0","54.27232","514.6388","1","0","625","0.01"
"145870","2010","0.13","23.38546","536.5603","1","0","625","1.8"
"145871","2010","0","27.09182","450.6069","1","0","530","0.1"
"145872","2010","0","78.9177","405.7332","1","0","530","0"
"145873","2010","0","130.7565","363.5882","1","1.31","530","0"
"145874","2010","0","174.2022","325.2346","0","0.31","530","0"
"145875","2010","0","202.0029","292.1693","0","0","530","0.05"
"145876","2010","0","238.5484","266.3691","0","0","530","0"
"145877","2010","0","280.955","250.0929","0","0","530","0"
"145878","2010","0","326.9498","245.2442","0","0","530","0"
"145879","2010","0","275.4201","252.4823","0","0","530","0"
"145880","2010","0","221.2136","270.8399","0","0","530","1.26"
"145881","2010","1.98","167.245","298.2708","0","0","530","0"
"145882","2010","28.06","113.8536","332.5372","1","0","530","0"
"145883","2010","36.31","60.8358","371.7535","1","0","530","0.05"
"145884","2010","53.56","6.700916","414.5172","2","0","530","12.76"
"145885","2010","80.35","26.77357","105.1724","0","0","522","0"
"145886","2010","3.58","18.76834","57.82251","0","0","522","1.24"
"145887","2010","5.71","13.11661","1042.16",,"0","520","0"
"145888","2010",,"24.5438","1031.177",,,"520",
"145895","2010",,"13.63136","1036.683",,,"520",
"145896","2010",,"13.9998","1049.16",,,"520",
"145897","2010","8.18","2.402938","1064.36",,"0","520","0"
"145898","2010","39.04","5.13596","1082.168",,"0","520","0"
"145899","2010","65.7","6.025138","1102.457",,"0","520","0"
"145900","2010","8.62","22.65348","1125.093",,"0","520","0"
"145901","2010","3.98","33.66507","1149.938",,"0","520","0"
"145902","2010","0","35.28206","1176.852",,"0","520","0"
"145903","2010",,"14.40757","1205.696",,,"520",
"145946","2010",,"3.688833","1975.923","0",,"750",
"145952","2010","0","1.117608","1926.742","0","49.11","750","0"
"145953","2010","0","50.11251","1923.362","0","55.75","750","0"
"145954","2010","0","101.5217","1921.388","0","44.18","750","0.87"
"145955","2010","0","154.3968","1920.823","0","4.41","750","1.13"
"145956","2010","0","201.1106","1921.67","0","0","750","0.68"
"145957","2010","0","158.833","1923.926","0","7.1","750","0.44"
"145958","2010","0","114.1927","1927.586","0","7.95","750","0.19"
"145959","2010","0","61.47385","1932.643","0","0.26","750","0.5"
"145960","2010","0","9.877832","1939.085","0","0.93","750","33.94"
"145986","2010",,"14.78452","2511.935","0",,"750",
"145997","2010",,"21.96273","652.2289","0",,"775",
"145998","2010","0","0.4034654","672.7603","0","65.34","775","0"
"145999","2010","0","5.485348","696.8783","0","95.18","775","0.37"
"146000","2010",,"21.03654","288.8476","0",,"800",
"146007","2010","0","16.85467","184.9014","0","76.59","811","19.14"
"146008","2010","0","22.92314","131.5839","0","77.43","811","8.42"
"146009","2010","0","68.30027","79.97224","0","56.26","811","0.06"
"146010","2010","0","49.85403","37.84517","1","0","811","1.37"
"146011","2010","0","36.54542","49.23862","1","0","811","8.56"
"146012","2010","0","14.2008","96.80965","0","0","811","0.16"
"146013","2010","0","20.11675","1083.49","1","12.47","816","6.02"
"146014","2010","0","55.94552","1086.905","1","38.01","816","0.76"
"146015","2010","1.75","71.31594","1092.922",,"62.82","816","10.05"
"146016","2010","0","53.73461","1101.498",,"85.08","816","0"
"146017","2010","0","28.19271","1112.573","0","53.29","816","2.95"
"146018","2010","0","1.502539","1126.074","0","37.26","816","49.72"
"146019","2010",,"27.84783","1141.915","0",,"816",
"146039","2010",,"18.71919","415.9524","0",,"840",
"146040","2010","0","16.03097","394.4213","0","53.62","840","0"
"146045","2010","0","21.97696","395.7472","1","61.77","840","10.23"
"146046","2010","0","24.49131","417.7118","1","26.05","840","6.14"
"146047","2010",,"15.04127","445.2373","1",,"840",
"146048","2010",,"22.93129","477.3627","0",,"840",
"146049","2010",,"12.91249","513.2247","0",,"840",
"146050","2010","0","7.650886","552.0956","0","33.7","840","24.13"
"146051","2010","0","8.251184","593.3842","0","72.21","840","0"
"146052","2010",,"11.15637","636.6202","0",,"840",
"146125","2010",,"14.0079","1103.519",,,"983",
"146347","2010",,"23.86689","68.69221","0",,"93",
"146348","2010","0","15.8073","44.38551","0","20.88","93","0"
"146349","2010","0","50.40179","71.78827","0","12.67","93","0"
"146350","2010","0","68.89798","119.4531","0","16.11","93","0"
"146351","2010","0","74.78499","171.2207","0","51.17","93","0.11"
"146352","2010","0","48.03914","224.2676","0","85.18","93","0"
"146353","2010","0","6.146489","277.862","1","36.29","93","0"
