gid,year,excluded,gcp_mer,gwno,pop_gpw_sum,urban_ih
"166171","2014",,,"710",,
"166172","2014",,,"710",,
"166173","2014",,,"710",,
"166174","2014",,,"710",,
"166175","2014",,,"710",,
"166176","2014",,,"710",,
"166177","2014",,,"710",,
"166178","2014",,,"710",,
"166179","2014",,,"710",,
"166180","2014",,,"710",,
"166181","2014",,,"710",,
"166182","2014",,,"710",,
"166183","2014",,,"710",,
"166184","2014",,,"710",,
"166185","2014",,,"710",,
"166186","2014",,,"710",,
"166187","2014",,,"710",,
"166188","2014",,,"710",,
"166189","2014",,,"710",,
"166190","2014",,,"710",,
"166191","2014",,,"710",,
"166192","2014",,,"710",,
"166193","2014",,,"710",,
"166194","2014",,,"710",,
"166195","2014",,,"710",,
"166196","2014",,,"710",,
"166197","2014",,,"710",,
"166198","2014",,,"710",,
"166199","2014",,,"710",,
"166200","2014",,,"710",,
"166203","2014",,,"713",,
"166204","2014",,,"713",,
"166205","2014",,,"713",,
"166456","2014",,,"70",,
"166457","2014",,,"70",,
"166458","2014",,,"70",,
"166462","2014",,,"70",,
"166463","2014",,,"70",,
"166464","2014",,,"70",,
"166465","2014",,,"70",,
"166466","2014",,,"70",,
"166467","2014",,,"70",,
"166468","2014",,,"70",,
"166469","2014",,,"70",,
"166470","2014",,,"70",,
"166471","2014",,,"70",,
"166472","2014",,,"70",,
"166473","2014",,,"70",,
"166474","2014",,,"70",,
"166475","2014",,,"70",,
"166476","2014",,,"70",,
"166477","2014",,,"70",,
"166478","2014",,,"70",,
"166479","2014",,,"70",,
"166480","2014",,,"70",,
"166481","2014",,,"70",,
"166482","2014",,,"70",,
"166483","2014",,,"70",,
"166484","2014",,,"70",,
"166485","2014",,,"70",,
"166486","2014",,,"70",,
"166517","2014",,,"2",,
"166518","2014",,,"2",,
"166519","2014",,,"2",,
"166520","2014",,,"2",,
"166526","2014",,,"31",,
"166527","2014",,,"31",,
"166651","2014",,,"600",,
"166652","2014",,,"600",,
"166653","2014",,,"600",,
"166654","2014",,,"600",,
"166655","2014",,,"600",,
"166656","2014",,,"600",,
"166657","2014",,,"435",,
"166658","2014",,,"435",,
"166659","2014",,,"435",,
"166660","2014",,,"435",,
"166661","2014",,,"435",,
"166662","2014",,,"435",,
"166663","2014",,,"435",,
"166664","2014",,,"435",,
"166665","2014",,,"435",,
"166666","2014",,,"435",,
"166667","2014",,,"435",,
"166668","2014",,,"435",,
"166669","2014",,,"615",,
"166670","2014",,,"615",,
"166671","2014",,,"615",,
"166672","2014",,,"615",,
"166673","2014",,,"615",,
"166674","2014",,,"615",,
"166675","2014",,,"615",,
"166676","2014",,,"615",,
"166677","2014",,,"615",,
"166678","2014",,,"615",,
"166679","2014",,,"615",,
"166680","2014",,,"615",,
"166681","2014",,,"615",,
"166682","2014",,,"615",,
"166683","2014",,,"615",,
"166684","2014",,,"615",,
"166685","2014",,,"615",,
"166686","2014",,,"615",,
"166687","2014",,,"615",,
"166688","2014",,,"615",,
"166689","2014",,,"615",,
"166690","2014",,,"615",,
"166691","2014",,,"615",,
"166692","2014",,,"615",,
"166693","2014",,,"615",,
"166694","2014",,,"615",,
"166695","2014",,,"615",,
"166696","2014",,,"615",,
"166697","2014",,,"615",,
"166698","2014",,,"615",,
"166699","2014",,,"615",,
"166700","2014",,,"620",,
"166701","2014",,,"620",,
"166702","2014",,,"620",,
"166703","2014",,,"620",,
"166704","2014",,,"620",,
"166705","2014",,,"620",,
"166706","2014",,,"620",,
"166707","2014",,,"620",,
"166708","2014",,,"620",,
"166709","2014",,,"620",,
"166710","2014",,,"620",,
"166711","2014",,,"620",,
"166712","2014",,,"620",,
"166713","2014",,,"620",,
"166714","2014",,,"620",,
"166715","2014",,,"620",,
"166716","2014",,,"620",,
"166717","2014",,,"620",,
"166718","2014",,,"620",,
"166719","2014",,,"620",,
"166720","2014",,,"620",,
"166721","2014",,,"620",,
"166722","2014",,,"620",,
"166723","2014",,,"620",,
"166724","2014",,,"620",,
"166725","2014",,,"620",,
"166726","2014",,,"620",,
"166727","2014",,,"620",,
"166728","2014",,,"620",,
"166729","2014",,,"620",,
"166730","2014",,,"620",,
"166731","2014",,,"651",,
"166732","2014",,,"651",,
"166733","2014",,,"651",,
"166734","2014",,,"651",,
"166735","2014",,,"651",,
"166736","2014",,,"651",,
"166737","2014",,,"651",,
"166738","2014",,,"651",,
"166739","2014",,,"651",,
"166740","2014",,,"651",,
"166741","2014",,,"651",,
"166742","2014",,,"651",,
"166743","2014",,,"651",,
"166744","2014",,,"651",,
"166745","2014",,,"651",,
"166746","2014",,,"651",,
"166747","2014",,,"651",,
"166748","2014",,,"651",,
"166749","2014",,,"651",,
"166750","2014",,,"651",,
"166754","2014",,,"670",,
"166755","2014",,,"670",,
"166756","2014",,,"670",,
"166757","2014",,,"670",,
"166758","2014",,,"670",,
"166759","2014",,,"670",,
"166760","2014",,,"670",,
"166761","2014",,,"670",,
"166762","2014",,,"670",,
"166763","2014",,,"670",,
"166764","2014",,,"670",,
"166765","2014",,,"670",,
"166766","2014",,,"670",,
"166767","2014",,,"670",,
"166768","2014",,,"670",,
"166769","2014",,,"670",,
"166770","2014",,,"670",,
"166771","2014",,,"670",,
"166772","2014",,,"670",,
"166773","2014",,,"670",,
"166774","2014",,,"670",,
"166775","2014",,,"670",,
"166776","2014",,,"670",,
"166777","2014",,,"670",,
"166778","2014",,,"670",,
"166779","2014",,,"670",,
"166780","2014",,,"670",,
"166781","2014",,,"670",,
"166782","2014",,,"694",,
"166783","2014",,,"694",,
"166784","2014",,,"694",,
"166792","2014",,,"696",,
"166793","2014",,,"696",,
"166795","2014",,,"630",,
"166796","2014",,,"630",,
"166797","2014",,,"630",,
"166798","2014",,,"630",,
"166799","2014",,,"630",,
"166800","2014",,,"630",,
"166801","2014",,,"630",,
"166802","2014",,,"630",,
"166803","2014",,,"630",,
"166804","2014",,,"770",,
"166805","2014",,,"770",,
"166806","2014",,,"770",,
"166807","2014",,,"770",,
"166808","2014",,,"770",,
"166809","2014",,,"770",,
"166810","2014",,,"770",,
"166811","2014",,,"770",,
"166812","2014",,,"770",,
"166813","2014",,,"770",,
"166814","2014",,,"770",,
"166815","2014",,,"770",,
"166816","2014",,,"770",,
"166817","2014",,,"770",,
"166818","2014",,,"770",,
"166819","2014",,,"770",,
"166820","2014",,,"770",,
"166821","2014",,,"770",,
"166822","2014",,,"750",,
"166823","2014",,,"750",,
"166824","2014",,,"750",,
"166825","2014",,,"750",,
"166826","2014",,,"750",,
"166827","2014",,,"750",,
"166828","2014",,,"750",,
"166829","2014",,,"750",,
"166830","2014",,,"750",,
"166831","2014",,,"750",,
"166832","2014",,,"750",,
"166833","2014",,,"750",,
"166834","2014",,,"750",,
"166835","2014",,,"750",,
"166836","2014",,,"750",,
"166837","2014",,,"750",,
"166838","2014",,,"750",,
"166839","2014",,,"750",,
"166840","2014",,,"750",,
"166841","2014",,,"750",,
"166842","2014",,,"750",,
"166843","2014",,,"750",,
"166844","2014",,,"750",,
"166845","2014",,,"750",,
"166846","2014",,,"750",,
"166847","2014",,,"750",,
"166848","2014",,,"750",,
"166849","2014",,,"750",,
"166850","2014",,,"750",,
"166851","2014",,,"750",,
"166852","2014",,,"750",,
"166853","2014",,,"750",,
"166854","2014",,,"750",,
"166855","2014",,,"750",,
"166856","2014",,,"750",,
"166857","2014",,,"750",,
"166858","2014",,,"771",,
"166859","2014",,,"771",,
"166860","2014",,,"771",,
"166861","2014",,,"750",,
"166862","2014",,,"750",,
"166863","2014",,,"750",,
"166864","2014",,,"750",,
"166865","2014",,,"750",,
"166866","2014",,,"750",,
"166867","2014",,,"750",,
"166868","2014",,,"750",,
"166869","2014",,,"750",,
"166870","2014",,,"750",,
"166871","2014",,,"775",,
"166872","2014",,,"775",,
"166873","2014",,,"775",,
"166874","2014",,,"775",,
"166875","2014",,,"775",,
"166876","2014",,,"775",,
"166877","2014",,,"775",,
"166878","2014",,,"710",,
"166879","2014",,,"710",,
"166880","2014",,,"710",,
"166881","2014",,,"710",,
"166882","2014",,,"710",,
"166883","2014",,,"710",,
"166884","2014",,,"710",,
"166885","2014",,,"710",,
"166886","2014",,,"710",,
"166887","2014",,,"710",,
"166888","2014",,,"710",,
"166889","2014",,,"710",,
"166890","2014",,,"710",,
"166891","2014",,,"710",,
"166892","2014",,,"710",,
"166893","2014",,,"710",,
"166894","2014",,,"710",,
"166895","2014",,,"710",,
"166896","2014",,,"710",,
"166897","2014",,,"710",,
"166898","2014",,,"710",,
"166899","2014",,,"710",,
"166900","2014",,,"710",,
"166901","2014",,,"710",,
"166902","2014",,,"710",,
"166903","2014",,,"710",,
"166904","2014",,,"710",,
"166905","2014",,,"710",,
"166906","2014",,,"710",,
"166907","2014",,,"710",,
"166908","2014",,,"710",,
"166909","2014",,,"710",,
"166910","2014",,,"710",,
"166911","2014",,,"710",,
"166912","2014",,,"710",,
"166913","2014",,,"710",,
"166914","2014",,,"710",,
"166915","2014",,,"710",,
"166916","2014",,,"710",,
"166917","2014",,,"710",,
"166918","2014",,,"710",,
"166919","2014",,,"710",,
"166920","2014",,,"710",,
"167175","2014",,,"70",,
"167176","2014",,,"70",,
"167177","2014",,,"70",,
"167178","2014",,,"70",,
"167182","2014",,,"70",,
"167183","2014",,,"70",,
"167184","2014",,,"70",,
"167185","2014",,,"70",,
"167186","2014",,,"70",,
"167187","2014",,,"70",,
"167188","2014",,,"70",,
"167189","2014",,,"70",,
"167190","2014",,,"70",,
"167191","2014",,,"70",,
"167192","2014",,,"70",,
"167193","2014",,,"70",,
"167194","2014",,,"70",,
"167195","2014",,,"70",,
"167196","2014",,,"70",,
"167197","2014",,,"70",,
"167198","2014",,,"70",,
"167199","2014",,,"70",,
"167200","2014",,,"70",,
"167201","2014",,,"70",,
"167202","2014",,,"70",,
"167203","2014",,,"70",,
"167204","2014",,,"2",,
"167205","2014",,,"2",,
"167206","2014",,,"2",,
"167237","2014",,,"2",,
"167238","2014",,,"2",,
"167239","2014",,,"2",,
"167240","2014",,,"2",,
"167243","2014",,,"31",,
"167246","2014",,,"31",,
"167372","2014",,,"600",,
"167373","2014",,,"600",,
"167374","2014",,,"600",,
"167375","2014",,,"600",,
"167376","2014",,,"600",,
"167377","2014",,,"600",,
"167378","2014",,,"600",,
"167379","2014",,,"600",,
"167380","2014",,,"600",,
"167381","2014",,,"600",,
"167382","2014",,,"600",,
"167383","2014",,,"600",,
"167384","2014",,,"435",,
"167385","2014",,,"435",,
"167386","2014",,,"435",,
"167387","2014",,,"615",,
"167388","2014",,,"615",,
"167389","2014",,,"615",,
"167390","2014",,,"615",,
"167391","2014",,,"615",,
"167392","2014",,,"615",,
"167393","2014",,,"615",,
"167394","2014",,,"615",,
"167395","2014",,,"615",,
"167396","2014",,,"615",,
"167397","2014",,,"615",,
"167398","2014",,,"615",,
"167399","2014",,,"615",,
"167400","2014",,,"615",,
"167401","2014",,,"615",,
"167402","2014",,,"615",,
"167403","2014",,,"615",,
"167404","2014",,,"615",,
"167405","2014",,,"615",,
"167406","2014",,,"615",,
"167407","2014",,,"615",,
"167408","2014",,,"615",,
"167409","2014",,,"615",,
"167410","2014",,,"615",,
"167411","2014",,,"615",,
"167412","2014",,,"615",,
"167413","2014",,,"615",,
"167414","2014",,,"615",,
"167415","2014",,,"615",,
"167416","2014",,,"615",,
"167417","2014",,,"615",,
"167418","2014",,,"615",,
"167419","2014",,,"615",,
"167420","2014",,,"620",,
"167421","2014",,,"620",,
"167422","2014",,,"620",,
"167423","2014",,,"620",,
"167424","2014",,,"620",,
"167425","2014",,,"620",,
"167426","2014",,,"620",,
"167427","2014",,,"620",,
"167428","2014",,,"620",,
"167429","2014",,,"620",,
"167430","2014",,,"620",,
"167431","2014",,,"620",,
"167432","2014",,,"620",,
"167433","2014",,,"620",,
"167434","2014",,,"620",,
"167435","2014",,,"620",,
"167436","2014",,,"620",,
"167437","2014",,,"620",,
"167438","2014",,,"620",,
"167439","2014",,,"620",,
"167440","2014",,,"620",,
"167441","2014",,,"620",,
"167442","2014",,,"620",,
"167443","2014",,,"620",,
"167444","2014",,,"620",,
"167445","2014",,,"620",,
"167446","2014",,,"620",,
"167447","2014",,,"620",,
"167448","2014",,,"620",,
"167449","2014",,,"620",,
"167450","2014",,,"620",,
"167451","2014",,,"651",,
"167452","2014",,,"651",,
"167453","2014",,,"651",,
"167454","2014",,,"651",,
"167455","2014",,,"651",,
"167456","2014",,,"651",,
"167457","2014",,,"651",,
"167458","2014",,,"651",,
"167459","2014",,,"651",,
"167460","2014",,,"651",,
"167461","2014",,,"651",,
"167462","2014",,,"651",,
"167463","2014",,,"651",,
"167464","2014",,,"651",,
"167465","2014",,,"651",,
"167466","2014",,,"651",,
"167467","2014",,,"651",,
"167468","2014",,,"651",,
"167469","2014",,,"651",,
"167473","2014",,,"670",,
"167474","2014",,,"670",,
"167475","2014",,,"670",,
"167476","2014",,,"670",,
"167477","2014",,,"670",,
"167478","2014",,,"670",,
"167479","2014",,,"670",,
"167480","2014",,,"670",,
"167481","2014",,,"670",,
"167482","2014",,,"670",,
"167483","2014",,,"670",,
"167484","2014",,,"670",,
"167485","2014",,,"670",,
"167486","2014",,,"670",,
"167487","2014",,,"670",,
"167488","2014",,,"670",,
"167489","2014",,,"670",,
"167490","2014",,,"670",,
"167491","2014",,,"670",,
"167492","2014",,,"670",,
"167493","2014",,,"670",,
"167494","2014",,,"670",,
"167495","2014",,,"670",,
"167496","2014",,,"670",,
"167497","2014",,,"670",,
"167498","2014",,,"670",,
"167499","2014",,,"670",,
"167500","2014",,,"670",,
"167501","2014",,,"670",,
"167502","2014",,,"692",,
"167503","2014",,,"694",,
"167510","2014",,,"630",,
"167513","2014",,,"698",,
"167515","2014",,,"630",,
"167516","2014",,,"630",,
"167517","2014",,,"630",,
"167518","2014",,,"630",,
"167519","2014",,,"630",,
"167520","2014",,,"630",,
"167521","2014",,,"630",,
"167522","2014",,,"630",,
"167523","2014",,,"630",,
"167524","2014",,,"630",,
"167525","2014",,,"770",,
"167526","2014",,,"770",,
"167527","2014",,,"770",,
"167528","2014",,,"770",,
"167529","2014",,,"770",,
"167530","2014",,,"770",,
"167531","2014",,,"770",,
"167532","2014",,,"770",,
"167533","2014",,,"770",,
"167534","2014",,,"770",,
"167535","2014",,,"770",,
"167536","2014",,,"770",,
"167537","2014",,,"770",,
"167538","2014",,,"770",,
"167539","2014",,,"770",,
"167540","2014",,,"770",,
"167541","2014",,,"750",,
"167542","2014",,,"750",,
"167543","2014",,,"750",,
"167544","2014",,,"750",,
"167545","2014",,,"750",,
"167546","2014",,,"750",,
"167547","2014",,,"750",,
"167548","2014",,,"750",,
"167549","2014",,,"750",,
"167550","2014",,,"750",,
"167551","2014",,,"750",,
"167552","2014",,,"750",,
"167553","2014",,,"750",,
"167554","2014",,,"750",,
"167555","2014",,,"750",,
"167556","2014",,,"750",,
"167557","2014",,,"750",,
"167558","2014",,,"750",,
"167559","2014",,,"750",,
"167560","2014",,,"750",,
"167561","2014",,,"750",,
"167562","2014",,,"750",,
"167563","2014",,,"750",,
"167564","2014",,,"750",,
"167565","2014",,,"750",,
"167566","2014",,,"750",,
"167567","2014",,,"750",,
"167568","2014",,,"750",,
"167569","2014",,,"750",,
"167570","2014",,,"750",,
"167571","2014",,,"750",,
"167572","2014",,,"750",,
"167573","2014",,,"750",,
"167574","2014",,,"750",,
"167575","2014",,,"750",,
"167576","2014",,,"750",,
"167577","2014",,,"750",,
"167578","2014",,,"771",,
"167579","2014",,,"750",,
"167580","2014",,,"750",,
"167581","2014",,,"750",,
"167582","2014",,,"750",,
"167583","2014",,,"750",,
"167584","2014",,,"750",,
"167585","2014",,,"750",,
"167586","2014",,,"750",,
"167587","2014",,,"750",,
"167588","2014",,,"750",,
"167589","2014",,,"750",,
"167590","2014",,,"750",,
"167591","2014",,,"775",,
"167592","2014",,,"775",,
"167593","2014",,,"775",,
"167594","2014",,,"775",,
"167595","2014",,,"775",,
"167596","2014",,,"775",,
"167597","2014",,,"775",,
"167598","2014",,,"710",,
"167599","2014",,,"710",,
"167600","2014",,,"710",,
"167601","2014",,,"710",,
"167602","2014",,,"710",,
"167603","2014",,,"710",,
"167604","2014",,,"710",,
"167605","2014",,,"710",,
"167606","2014",,,"710",,
"167607","2014",,,"710",,
"167608","2014",,,"710",,
"167609","2014",,,"710",,
"167610","2014",,,"710",,
"167611","2014",,,"710",,
"167612","2014",,,"710",,
"167613","2014",,,"710",,
"167614","2014",,,"710",,
"167615","2014",,,"710",,
"167616","2014",,,"710",,
"167617","2014",,,"710",,
"167618","2014",,,"710",,
"167619","2014",,,"710",,
"167620","2014",,,"710",,
"167621","2014",,,"710",,
"167622","2014",,,"710",,
"167623","2014",,,"710",,
"167624","2014",,,"710",,
"167625","2014",,,"710",,
"167626","2014",,,"710",,
"167627","2014",,,"710",,
"167628","2014",,,"710",,
"167629","2014",,,"710",,
"167630","2014",,,"710",,
"167631","2014",,,"710",,
"167632","2014",,,"710",,
"167633","2014",,,"710",,
"167634","2014",,,"710",,
"167635","2014",,,"710",,
"167636","2014",,,"710",,
"167637","2014",,,"710",,
"167638","2014",,,"710",,
"167639","2014",,,"710",,
"167640","2014",,,"710",,
"167656","2014",,,"740",,
"167657","2014",,,"740",,
"167892","2014",,,"70",,
"167893","2014",,,"70",,
"167894","2014",,,"70",,
"167895","2014",,,"70",,
"167896","2014",,,"70",,
"167897","2014",,,"70",,
"167898","2014",,,"70",,
"167901","2014",,,"70",,
"167902","2014",,,"70",,
"167903","2014",,,"70",,
"167904","2014",,,"70",,
"167905","2014",,,"70",,
"167906","2014",,,"70",,
"167907","2014",,,"70",,
"167908","2014",,,"70",,
"167909","2014",,,"70",,
"167910","2014",,,"70",,
"167911","2014",,,"70",,
"167912","2014",,,"70",,
"167913","2014",,,"70",,
"167914","2014",,,"70",,
"167915","2014",,,"70",,
"167916","2014",,,"70",,
"167917","2014",,,"70",,
"167918","2014",,,"70",,
"167919","2014",,,"70",,
"167920","2014",,,"70",,
"167921","2014",,,"70",,
"167922","2014",,,"70",,
"167923","2014",,,"2",,
"167924","2014",,,"2",,
"167925","2014",,,"2",,
"167926","2014",,,"2",,
"167956","2014",,,"2",,
"167957","2014",,,"2",,
"167958","2014",,,"2",,
"167959","2014",,,"2",,
"167960","2014",,,"2",,
"167963","2014",,,"31",,
"167964","2014",,,"31",,
"167965","2014",,,"31",,
"167966","2014",,,"31",,
"168093","2014",,,"600",,
"168094","2014",,,"600",,
"168095","2014",,,"600",,
"168096","2014",,,"600",,
"168097","2014",,,"600",,
"168098","2014",,,"600",,
"168099","2014",,,"600",,
"168100","2014",,,"600",,
"168101","2014",,,"600",,
"168102","2014",,,"600",,
"168103","2014",,,"600",,
"168104","2014",,,"435",,
"168105","2014",,,"435",,
"168106","2014",,,"615",,
"168107","2014",,,"615",,
"168108","2014",,,"615",,
"168109","2014",,,"615",,
"168110","2014",,,"615",,
"168111","2014",,,"615",,
"168112","2014",,,"615",,
"168113","2014",,,"615",,
"168114","2014",,,"615",,
"168115","2014",,,"615",,
"168116","2014",,,"615",,
"168117","2014",,,"615",,
"168118","2014",,,"615",,
"168119","2014",,,"615",,
"168120","2014",,,"615",,
"168121","2014",,,"615",,
"168122","2014",,,"615",,
"168123","2014",,,"615",,
"168124","2014",,,"615",,
"168125","2014",,,"615",,
"168126","2014",,,"615",,
"168127","2014",,,"615",,
"168128","2014",,,"615",,
"168129","2014",,,"615",,
"168130","2014",,,"615",,
"168131","2014",,,"615",,
"168132","2014",,,"615",,
"168133","2014",,,"615",,
"168134","2014",,,"615",,
"168135","2014",,,"615",,
"168136","2014",,,"615",,
"168137","2014",,,"615",,
"168138","2014",,,"615",,
"168139","2014",,,"615",,
"168140","2014",,,"615",,
"168141","2014",,,"620",,
"168142","2014",,,"620",,
"168143","2014",,,"620",,
"168144","2014",,,"620",,
"168145","2014",,,"620",,
"168146","2014",,,"620",,
"168147","2014",,,"620",,
"168148","2014",,,"620",,
"168149","2014",,,"620",,
"168150","2014",,,"620",,
"168151","2014",,,"620",,
"168152","2014",,,"620",,
"168153","2014",,,"620",,
"168154","2014",,,"620",,
"168155","2014",,,"620",,
"168156","2014",,,"620",,
"168157","2014",,,"620",,
"168158","2014",,,"620",,
"168159","2014",,,"620",,
"168160","2014",,,"620",,
"168161","2014",,,"620",,
"168162","2014",,,"620",,
"168163","2014",,,"620",,
"168164","2014",,,"620",,
"168165","2014",,,"620",,
"168166","2014",,,"620",,
"168167","2014",,,"620",,
"168168","2014",,,"620",,
"168169","2014",,,"620",,
"168170","2014",,,"620",,
"168171","2014",,,"651",,
"168172","2014",,,"651",,
"168173","2014",,,"651",,
"168174","2014",,,"651",,
"168175","2014",,,"651",,
"168176","2014",,,"651",,
"168177","2014",,,"651",,
"168178","2014",,,"651",,
"168179","2014",,,"651",,
"168180","2014",,,"651",,
"168181","2014",,,"651",,
"168182","2014",,,"651",,
"168183","2014",,,"651",,
"168184","2014",,,"651",,
"168185","2014",,,"651",,
"168186","2014",,,"651",,
"168187","2014",,,"651",,
"168188","2014",,,"651",,
"168189","2014",,,"651",,
"168192","2014",,,"670",,
"168193","2014",,,"670",,
"168194","2014",,,"670",,
"168195","2014",,,"670",,
"168196","2014",,,"670",,
"168197","2014",,,"670",,
"168198","2014",,,"670",,
"168199","2014",,,"670",,
"168200","2014",,,"670",,
"168201","2014",,,"670",,
"168202","2014",,,"670",,
"168203","2014",,,"670",,
"168204","2014",,,"670",,
"168205","2014",,,"670",,
"168206","2014",,,"670",,
"168207","2014",,,"670",,
"168208","2014",,,"670",,
"168209","2014",,,"670",,
"168210","2014",,,"670",,
"168211","2014",,,"670",,
"168212","2014",,,"670",,
"168213","2014",,,"670",,
"168214","2014",,,"670",,
"168215","2014",,,"670",,
"168216","2014",,,"670",,
"168217","2014",,,"670",,
"168218","2014",,,"670",,
"168219","2014",,,"670",,
"168220","2014",,,"670",,
"168221","2014",,,"670",,
"168227","2014",,,"630",,
"168228","2014",,,"630",,
"168229","2014",,,"630",,
"168230","2014",,,"630",,
"168231","2014",,,"630",,
"168232","2014",,,"630",,
"168234","2014",,,"630",,
"168235","2014",,,"630",,
"168236","2014",,,"630",,
"168237","2014",,,"630",,
"168238","2014",,,"630",,
"168239","2014",,,"630",,
"168240","2014",,,"630",,
"168241","2014",,,"630",,
"168242","2014",,,"630",,
"168243","2014",,,"630",,
"168244","2014",,,"630",,
"168245","2014",,,"630",,
"168246","2014",,,"630",,
"168247","2014",,,"770",,
"168248","2014",,,"770",,
"168249","2014",,,"770",,
"168250","2014",,,"770",,
"168251","2014",,,"770",,
"168252","2014",,,"770",,
"168253","2014",,,"770",,
"168254","2014",,,"770",,
"168255","2014",,,"770",,
"168256","2014",,,"770",,
"168257","2014",,,"770",,
"168258","2014",,,"770",,
"168259","2014",,,"770",,
"168260","2014",,,"750",,
"168261","2014",,,"750",,
"168262","2014",,,"750",,
"168263","2014",,,"750",,
"168264","2014",,,"750",,
"168265","2014",,,"750",,
"168266","2014",,,"750",,
"168267","2014",,,"750",,
"168268","2014",,,"750",,
"168269","2014",,,"750",,
"168270","2014",,,"750",,
"168271","2014",,,"750",,
"168272","2014",,,"750",,
"168273","2014",,,"750",,
"168274","2014",,,"750",,
"168275","2014",,,"750",,
"168276","2014",,,"750",,
"168277","2014",,,"750",,
"168278","2014",,,"750",,
"168279","2014",,,"750",,
"168280","2014",,,"750",,
"168281","2014",,,"750",,
"168282","2014",,,"750",,
"168283","2014",,,"750",,
"168284","2014",,,"750",,
"168285","2014",,,"750",,
"168286","2014",,,"750",,
"168287","2014",,,"750",,
"168288","2014",,,"750",,
"168289","2014",,,"750",,
"168290","2014",,,"750",,
"168291","2014",,,"750",,
"168292","2014",,,"790",,
"168293","2014",,,"790",,
"168294","2014",,,"790",,
"168295","2014",,,"790",,
"168296","2014",,,"790",,
"168297","2014",,,"750",,
"168298","2014",,,"750",,
"168299","2014",,,"750",,
"168300","2014",,,"760",,
"168301","2014",,,"750",,
"168302","2014",,,"750",,
"168303","2014",,,"750",,
"168304","2014",,,"750",,
"168305","2014",,,"750",,
"168306","2014",,,"750",,
"168307","2014",,,"750",,
"168308","2014",,,"750",,
"168309","2014",,,"750",,
"168310","2014",,,"750",,
"168311","2014",,,"750",,
"168312","2014",,,"775",,
"168313","2014",,,"775",,
"168314","2014",,,"775",,
"168315","2014",,,"775",,
"168316","2014",,,"775",,
"168317","2014",,,"775",,
"168318","2014",,,"775",,
"168319","2014",,,"710",,
"168320","2014",,,"710",,
"168321","2014",,,"710",,
"168322","2014",,,"710",,
"168323","2014",,,"710",,
"168324","2014",,,"710",,
"168325","2014",,,"710",,
"168326","2014",,,"710",,
"168327","2014",,,"710",,
"168328","2014",,,"710",,
"168329","2014",,,"710",,
"168330","2014",,,"710",,
"168331","2014",,,"710",,
"168332","2014",,,"710",,
"168333","2014",,,"710",,
"168334","2014",,,"710",,
"168335","2014",,,"710",,
"168336","2014",,,"710",,
"168337","2014",,,"710",,
"168338","2014",,,"710",,
"168339","2014",,,"710",,
"168340","2014",,,"710",,
"168341","2014",,,"710",,
"168342","2014",,,"710",,
"168343","2014",,,"710",,
"168344","2014",,,"710",,
"168345","2014",,,"710",,
"168346","2014",,,"710",,
"168347","2014",,,"710",,
"168348","2014",,,"710",,
"168349","2014",,,"710",,
"168350","2014",,,"710",,
"168351","2014",,,"710",,
"168352","2014",,,"710",,
"168353","2014",,,"710",,
"168354","2014",,,"710",,
"168355","2014",,,"710",,
"168356","2014",,,"710",,
"168357","2014",,,"710",,
"168358","2014",,,"710",,
"168359","2014",,,"710",,
"168360","2014",,,"710",,
"168361","2014",,,"710",,
"168376","2014",,,"740",,
"168377","2014",,,"740",,
"168611","2014",,,"70",,
"168612","2014",,,"70",,
"168613","2014",,,"70",,
"168614","2014",,,"70",,
"168615","2014",,,"70",,
"168616","2014",,,"70",,
"168619","2014",,,"70",,
"168620","2014",,,"70",,
"168621","2014",,,"70",,
"168622","2014",,,"70",,
"168623","2014",,,"70",,
"168624","2014",,,"70",,
"168625","2014",,,"70",,
"168626","2014",,,"70",,
"168627","2014",,,"70",,
"168628","2014",,,"70",,
"168629","2014",,,"70",,
"168630","2014",,,"70",,
"168631","2014",,,"70",,
"168632","2014",,,"70",,
"168633","2014",,,"70",,
"168634","2014",,,"70",,
"168635","2014",,,"70",,
"168636","2014",,,"70",,
"168637","2014",,,"70",,
"168638","2014",,,"70",,
"168639","2014",,,"70",,
"168640","2014",,,"70",,
"168641","2014",,,"70",,
"168642","2014",,,"2",,
"168643","2014",,,"2",,
"168644","2014",,,"2",,
"168645","2014",,,"2",,
"168646","2014",,,"2",,
"168675","2014",,,"2",,
"168676","2014",,,"2",,
"168677","2014",,,"2",,
"168678","2014",,,"2",,
"168679","2014",,,"2",,
"168680","2014",,,"2",,
"168814","2014",,,"600",,
"168815","2014",,,"600",,
"168816","2014",,,"600",,
"168817","2014",,,"600",,
"168818","2014",,,"600",,
"168819","2014",,,"600",,
"168820","2014",,,"600",,
"168821","2014",,,"600",,
"168822","2014",,,"600",,
"168823","2014",,,"600",,
"168824","2014",,,"615",,
"168825","2014",,,"615",,
"168826","2014",,,"615",,
"168827","2014",,,"615",,
"168828","2014",,,"615",,
"168829","2014",,,"615",,
"168830","2014",,,"615",,
"168831","2014",,,"615",,
"168832","2014",,,"615",,
"168833","2014",,,"615",,
"168834","2014",,,"615",,
"168835","2014",,,"615",,
"168836","2014",,,"615",,
"168837","2014",,,"615",,
"168838","2014",,,"615",,
"168839","2014",,,"615",,
"168840","2014",,,"615",,
"168841","2014",,,"615",,
"168842","2014",,,"615",,
"168843","2014",,,"615",,
"168844","2014",,,"615",,
"168845","2014",,,"615",,
