gid,year,excluded,gcp_mer,gwno,pop_gpw_sum,urban_ih
"119937","2014",,,"490",,
"119938","2014",,,"490",,
"119939","2014",,,"490",,
"119940","2014",,,"490",,
"119941","2014",,,"510",,
"119942","2014",,,"510",,
"119943","2014",,,"510",,
"119944","2014",,,"510",,
"119945","2014",,,"510",,
"119946","2014",,,"510",,
"119947","2014",,,"510",,
"119948","2014",,,"510",,
"119949","2014",,,"510",,
"119950","2014",,,"510",,
"119951","2014",,,"510",,
"119952","2014",,,"510",,
"119953","2014",,,"510",,
"119954","2014",,,"510",,
"119955","2014",,,"510",,
"119956","2014",,,"510",,
"119957","2014",,,"510",,
"119958","2014",,,"510",,
"119959","2014",,,"510",,
"119960","2014",,,"510",,
"120091","2014",,,"850",,
"120092","2014",,,"850",,
"120093","2014",,,"850",,
"120094","2014",,,"850",,
"120095","2014",,,"850",,
"120096","2014",,,"850",,
"120097","2014",,,"850",,
"120098","2014",,,"850",,
"120099","2014",,,"850",,
"120100","2014",,,"850",,
"120101","2014",,,"850",,
"120102","2014",,,"850",,
"120103","2014",,,"850",,
"120104","2014",,,"850",,
"120105","2014",,,"850",,
"120106","2014",,,"850",,
"120107","2014",,,"850",,
"120108","2014",,,"850",,
"120109","2014",,,"850",,
"120111","2014",,,"850",,
"120112","2014",,,"850",,
"120149","2014",,,"850",,
"120150","2014",,,"850",,
"120158","2014",,,"850",,
"120159","2014",,,"850",,
"120160","2014",,,"850",,
"120161","2014",,,"850",,
"120162","2014",,,"850",,
"120163","2014",,,"910",,
"120164","2014",,,"910",,
"120165","2014",,,"910",,
"120166","2014",,,"910",,
"120167","2014",,,"910",,
"120168","2014",,,"910",,
"120169","2014",,,"910",,
"120170","2014",,,"910",,
"120171","2014",,,"910",,
"120172","2014",,,"910",,
"120173","2014",,,"910",,
"120174","2014",,,"910",,
"120175","2014",,,"910",,
"120176","2014",,,"910",,
"120191","2014",,,"910",,
"120192","2014",,,"910",,
"120193","2014",,,"940",,
"120194","2014",,,"940",,
"120195","2014",,,"940",,
"120438","2014",,,"135",,
"120439","2014",,,"135",,
"120440","2014",,,"135",,
"120441","2014",,,"135",,
"120442","2014",,,"135",,
"120443","2014",,,"135",,
"120444","2014",,,"135",,
"120445","2014",,,"135",,
"120446","2014",,,"135",,
"120447","2014",,,"135",,
"120448","2014",,,"135",,
"120449","2014",,,"135",,
"120450","2014",,,"135",,
"120451","2014",,,"135",,
"120452","2014",,,"135",,
"120453","2014",,,"135",,
"120454","2014",,,"135",,
"120455","2014",,,"140",,
"120456","2014",,,"140",,
"120457","2014",,,"140",,
"120458","2014",,,"140",,
"120459","2014",,,"140",,
"120460","2014",,,"140",,
"120461","2014",,,"140",,
"120462","2014",,,"140",,
"120463","2014",,,"140",,
"120464","2014",,,"140",,
"120465","2014",,,"140",,
"120466","2014",,,"140",,
"120467","2014",,,"140",,
"120468","2014",,,"140",,
"120469","2014",,,"140",,
"120470","2014",,,"140",,
"120471","2014",,,"140",,
"120472","2014",,,"140",,
"120473","2014",,,"140",,
"120474","2014",,,"140",,
"120475","2014",,,"140",,
"120476","2014",,,"140",,
"120477","2014",,,"140",,
"120478","2014",,,"140",,
"120479","2014",,,"140",,
"120480","2014",,,"140",,
"120481","2014",,,"140",,
"120482","2014",,,"140",,
"120483","2014",,,"140",,
"120484","2014",,,"140",,
"120485","2014",,,"140",,
"120486","2014",,,"140",,
"120487","2014",,,"140",,
"120488","2014",,,"140",,
"120489","2014",,,"140",,
"120490","2014",,,"140",,
"120491","2014",,,"140",,
"120492","2014",,,"140",,
"120493","2014",,,"140",,
"120494","2014",,,"140",,
"120495","2014",,,"140",,
"120496","2014",,,"140",,
"120497","2014",,,"140",,
"120498","2014",,,"140",,
"120499","2014",,,"140",,
"120500","2014",,,"140",,
"120501","2014",,,"140",,
"120502","2014",,,"140",,
"120503","2014",,,"140",,
"120504","2014",,,"140",,
"120505","2014",,,"140",,
"120506","2014",,,"140",,
"120507","2014",,,"140",,
"120508","2014",,,"140",,
"120509","2014",,,"140",,
"120510","2014",,,"140",,
"120511","2014",,,"140",,
"120512","2014",,,"140",,
"120513","2014",,,"140",,
"120514","2014",,,"140",,
"120515","2014",,,"140",,
"120516","2014",,,"140",,
"120517","2014",,,"140",,
"120518","2014",,,"140",,
"120519","2014",,,"140",,
"120520","2014",,,"140",,
"120521","2014",,,"140",,
"120522","2014",,,"140",,
"120523","2014",,,"140",,
"120524","2014",,,"140",,
"120525","2014",,,"140",,
"120526","2014",,,"140",,
"120527","2014",,,"140",,
"120528","2014",,,"140",,
"120529","2014",,,"140",,
"120530","2014",,,"140",,
"120531","2014",,,"140",,
"120625","2014",,,"540",,
"120626","2014",,,"540",,
"120627","2014",,,"540",,
"120628","2014",,,"540",,
"120629","2014",,,"540",,
"120630","2014",,,"540",,
"120631","2014",,,"540",,
"120632","2014",,,"540",,
"120633","2014",,,"540",,
"120634","2014",,,"490",,
"120635","2014",,,"490",,
"120636","2014",,,"490",,
"120637","2014",,,"490",,
"120638","2014",,,"490",,
"120639","2014",,,"490",,
"120640","2014",,,"490",,
"120641","2014",,,"490",,
"120642","2014",,,"490",,
"120643","2014",,,"490",,
"120644","2014",,,"490",,
"120645","2014",,,"490",,
"120646","2014",,,"490",,
"120647","2014",,,"490",,
"120648","2014",,,"490",,
"120649","2014",,,"490",,
"120650","2014",,,"490",,
"120651","2014",,,"490",,
"120652","2014",,,"490",,
"120653","2014",,,"490",,
"120654","2014",,,"490",,
"120655","2014",,,"490",,
"120656","2014",,,"490",,
"120657","2014",,,"490",,
"120658","2014",,,"490",,
"120659","2014",,,"490",,
"120660","2014",,,"510",,
"120661","2014",,,"510",,
"120662","2014",,,"510",,
"120663","2014",,,"510",,
"120664","2014",,,"510",,
"120665","2014",,,"510",,
"120666","2014",,,"510",,
"120667","2014",,,"510",,
"120668","2014",,,"510",,
"120669","2014",,,"510",,
"120670","2014",,,"510",,
"120671","2014",,,"510",,
"120672","2014",,,"510",,
"120673","2014",,,"510",,
"120674","2014",,,"510",,
"120675","2014",,,"510",,
"120676","2014",,,"510",,
"120677","2014",,,"510",,
"120678","2014",,,"510",,
"120679","2014",,,"510",,
"120680","2014",,,"510",,
"120812","2014",,,"850",,
"120813","2014",,,"850",,
"120814","2014",,,"850",,
"120815","2014",,,"850",,
"120816","2014",,,"850",,
"120817","2014",,,"850",,
"120818","2014",,,"850",,
"120822","2014",,,"850",,
"120823","2014",,,"850",,
"120841","2014",,,"850",,
"120842","2014",,,"850",,
"120866","2014",,,"850",,
"120869","2014",,,"850",,
"120870","2014",,,"850",,
"120877","2014",,,"850",,
"120878","2014",,,"850",,
"120879","2014",,,"850",,
"120880","2014",,,"850",,
"120881","2014",,,"850",,
"120882","2014",,,"850",,
"120883","2014",,,"910",,
"120884","2014",,,"910",,
"120885","2014",,,"910",,
"120886","2014",,,"910",,
"120887","2014",,,"910",,
"120888","2014",,,"910",,
"120889","2014",,,"910",,
"120890","2014",,,"910",,
"120891","2014",,,"910",,
"120892","2014",,,"910",,
"120893","2014",,,"910",,
"120894","2014",,,"910",,
"120895","2014",,,"910",,
"120896","2014",,,"910",,
"120898","2014",,,"910",,
"120899","2014",,,"910",,
"120900","2014",,,"910",,
"120901","2014",,,"910",,
"120902","2014",,,"910",,
"120903","2014",,,"910",,
"120910","2014",,,"910",,
"120911","2014",,,"910",,
"120912","2014",,,"910",,
"120953","2014",,,"973",,
"120955","2014",,,"973",,
"121158","2014",,,"135",,
"121159","2014",,,"135",,
"121160","2014",,,"135",,
"121161","2014",,,"135",,
"121162","2014",,,"135",,
"121163","2014",,,"135",,
"121164","2014",,,"135",,
"121165","2014",,,"135",,
"121166","2014",,,"135",,
"121167","2014",,,"135",,
"121168","2014",,,"135",,
"121169","2014",,,"135",,
"121170","2014",,,"135",,
"121171","2014",,,"135",,
"121172","2014",,,"135",,
"121173","2014",,,"135",,
"121174","2014",,,"135",,
"121175","2014",,,"140",,
"121176","2014",,,"140",,
"121177","2014",,,"140",,
"121178","2014",,,"140",,
"121179","2014",,,"140",,
"121180","2014",,,"140",,
"121181","2014",,,"140",,
"121182","2014",,,"140",,
"121183","2014",,,"140",,
"121184","2014",,,"140",,
"121185","2014",,,"140",,
"121186","2014",,,"140",,
"121187","2014",,,"140",,
"121188","2014",,,"140",,
"121189","2014",,,"140",,
"121190","2014",,,"140",,
"121191","2014",,,"140",,
"121192","2014",,,"140",,
"121193","2014",,,"140",,
"121194","2014",,,"140",,
"121195","2014",,,"140",,
"121196","2014",,,"140",,
"121197","2014",,,"140",,
"121198","2014",,,"140",,
"121199","2014",,,"140",,
"121200","2014",,,"140",,
"121201","2014",,,"140",,
"121202","2014",,,"140",,
"121203","2014",,,"140",,
"121204","2014",,,"140",,
"121205","2014",,,"140",,
"121206","2014",,,"140",,
"121207","2014",,,"140",,
"121208","2014",,,"140",,
"121209","2014",,,"140",,
"121210","2014",,,"140",,
"121211","2014",,,"140",,
"121212","2014",,,"140",,
"121213","2014",,,"140",,
"121214","2014",,,"140",,
"121215","2014",,,"140",,
"121216","2014",,,"140",,
"121217","2014",,,"140",,
"121218","2014",,,"140",,
"121219","2014",,,"140",,
"121220","2014",,,"140",,
"121221","2014",,,"140",,
"121222","2014",,,"140",,
"121223","2014",,,"140",,
"121224","2014",,,"140",,
"121225","2014",,,"140",,
"121226","2014",,,"140",,
"121227","2014",,,"140",,
"121228","2014",,,"140",,
"121229","2014",,,"140",,
"121230","2014",,,"140",,
"121231","2014",,,"140",,
"121232","2014",,,"140",,
"121233","2014",,,"140",,
"121234","2014",,,"140",,
"121235","2014",,,"140",,
"121236","2014",,,"140",,
"121237","2014",,,"140",,
"121238","2014",,,"140",,
"121239","2014",,,"140",,
"121240","2014",,,"140",,
"121241","2014",,,"140",,
"121242","2014",,,"140",,
"121243","2014",,,"140",,
"121244","2014",,,"140",,
"121245","2014",,,"140",,
"121246","2014",,,"140",,
"121247","2014",,,"140",,
"121248","2014",,,"140",,
"121249","2014",,,"140",,
"121250","2014",,,"140",,
"121345","2014",,,"540",,
"121346","2014",,,"490",,
"121347","2014",,,"490",,
"121348","2014",,,"490",,
"121349","2014",,,"490",,
"121350","2014",,,"490",,
"121351","2014",,,"490",,
"121352","2014",,,"490",,
"121353","2014",,,"490",,
"121354","2014",,,"490",,
"121355","2014",,,"490",,
"121356","2014",,,"490",,
"121357","2014",,,"490",,
"121358","2014",,,"490",,
"121359","2014",,,"490",,
"121360","2014",,,"490",,
"121361","2014",,,"490",,
"121362","2014",,,"490",,
"121363","2014",,,"490",,
"121364","2014",,,"490",,
"121365","2014",,,"490",,
"121366","2014",,,"490",,
"121367","2014",,,"490",,
"121368","2014",,,"490",,
"121369","2014",,,"490",,
"121370","2014",,,"490",,
"121371","2014",,,"490",,
"121372","2014",,,"490",,
"121373","2014",,,"490",,
"121374","2014",,,"490",,
"121375","2014",,,"490",,
"121376","2014",,,"490",,
"121377","2014",,,"490",,
"121378","2014",,,"490",,
"121379","2014",,,"490",,
"121380","2014",,,"510",,
"121381","2014",,,"510",,
"121382","2014",,,"510",,
"121383","2014",,,"510",,
"121384","2014",,,"510",,
"121385","2014",,,"510",,
"121386","2014",,,"510",,
"121387","2014",,,"510",,
"121388","2014",,,"510",,
"121389","2014",,,"510",,
"121390","2014",,,"510",,
"121391","2014",,,"510",,
"121392","2014",,,"510",,
"121393","2014",,,"510",,
"121394","2014",,,"510",,
"121395","2014",,,"510",,
"121396","2014",,,"510",,
"121397","2014",,,"510",,
"121398","2014",,,"510",,
"121399","2014",,,"510",,
"121529","2014",,,"850",,
"121530","2014",,,"850",,
"121531","2014",,,"850",,
"121532","2014",,,"850",,
"121533","2014",,,"850",,
"121535","2014",,,"850",,
"121546","2014",,,"850",,
"121559","2014",,,"850",,
"121560","2014",,,"850",,
"121561","2014",,,"850",,
"121562","2014",,,"850",,
"121566","2014",,,"850",,
"121586","2014",,,"850",,
"121587","2014",,,"850",,
"121589","2014",,,"850",,
"121590","2014",,,"850",,
"121597","2014",,,"850",,
"121598","2014",,,"850",,
"121599","2014",,,"850",,
"121600","2014",,,"850",,
"121601","2014",,,"850",,
"121602","2014",,,"850",,
"121603","2014",,,"910",,
"121604","2014",,,"910",,
"121605","2014",,,"910",,
"121606","2014",,,"910",,
"121607","2014",,,"910",,
"121608","2014",,,"910",,
"121609","2014",,,"910",,
"121610","2014",,,"910",,
"121611","2014",,,"910",,
"121612","2014",,,"910",,
"121613","2014",,,"910",,
"121614","2014",,,"910",,
"121615","2014",,,"910",,
"121616","2014",,,"910",,
"121617","2014",,,"910",,
"121618","2014",,,"910",,
"121619","2014",,,"910",,
"121620","2014",,,"910",,
"121621","2014",,,"910",,
"121622","2014",,,"910",,
"121623","2014",,,"910",,
"121624","2014",,,"910",,
"121625","2014",,,"910",,
"121630","2014",,,"910",,
"121631","2014",,,"910",,
"121878","2014",,,"135",,
"121879","2014",,,"135",,
"121880","2014",,,"135",,
"121881","2014",,,"135",,
"121882","2014",,,"135",,
"121883","2014",,,"135",,
"121884","2014",,,"135",,
"121885","2014",,,"135",,
"121886","2014",,,"135",,
"121887","2014",,,"135",,
"121888","2014",,,"135",,
"121889","2014",,,"135",,
"121890","2014",,,"135",,
"121891","2014",,,"135",,
"121892","2014",,,"135",,
"121893","2014",,,"135",,
"121894","2014",,,"135",,
"121895","2014",,,"140",,
"121896","2014",,,"140",,
"121897","2014",,,"140",,
"121898","2014",,,"140",,
"121899","2014",,,"140",,
"121900","2014",,,"140",,
"121901","2014",,,"140",,
"121902","2014",,,"140",,
"121903","2014",,,"140",,
"121904","2014",,,"140",,
"121905","2014",,,"140",,
"121906","2014",,,"140",,
"121907","2014",,,"140",,
"121908","2014",,,"140",,
"121909","2014",,,"140",,
"121910","2014",,,"140",,
"121911","2014",,,"140",,
"121912","2014",,,"140",,
"121913","2014",,,"140",,
"121914","2014",,,"140",,
"121915","2014",,,"140",,
"121916","2014",,,"140",,
"121917","2014",,,"140",,
"121918","2014",,,"140",,
"121919","2014",,,"140",,
"121920","2014",,,"140",,
"121921","2014",,,"140",,
"121922","2014",,,"140",,
"121923","2014",,,"140",,
"121924","2014",,,"140",,
"121925","2014",,,"140",,
"121926","2014",,,"140",,
"121927","2014",,,"140",,
"121928","2014",,,"140",,
"121929","2014",,,"140",,
"121930","2014",,,"140",,
"121931","2014",,,"140",,
"121932","2014",,,"140",,
"121933","2014",,,"140",,
"121934","2014",,,"140",,
"121935","2014",,,"140",,
"121936","2014",,,"140",,
"121937","2014",,,"140",,
"121938","2014",,,"140",,
"121939","2014",,,"140",,
"121940","2014",,,"140",,
"121941","2014",,,"140",,
"121942","2014",,,"140",,
"121943","2014",,,"140",,
"121944","2014",,,"140",,
"121945","2014",,,"140",,
"121946","2014",,,"140",,
"121947","2014",,,"140",,
"121948","2014",,,"140",,
"121949","2014",,,"140",,
"121950","2014",,,"140",,
"121951","2014",,,"140",,
"121952","2014",,,"140",,
"121953","2014",,,"140",,
"121954","2014",,,"140",,
"121955","2014",,,"140",,
"121956","2014",,,"140",,
"121957","2014",,,"140",,
"121958","2014",,,"140",,
"121959","2014",,,"140",,
"121960","2014",,,"140",,
"121961","2014",,,"140",,
"121962","2014",,,"140",,
"121963","2014",,,"140",,
"121964","2014",,,"140",,
"121965","2014",,,"140",,
"121966","2014",,,"140",,
"121967","2014",,,"140",,
"121968","2014",,,"140",,
"121969","2014",,,"140",,
"121970","2014",,,"140",,
"122064","2014",,,"484",,
"122065","2014",,,"540",,
"122066","2014",,,"490",,
"122067","2014",,,"490",,
"122068","2014",,,"490",,
"122069","2014",,,"490",,
"122070","2014",,,"490",,
"122071","2014",,,"490",,
"122072","2014",,,"490",,
"122073","2014",,,"490",,
"122074","2014",,,"490",,
"122075","2014",,,"490",,
"122076","2014",,,"490",,
"122077","2014",,,"490",,
"122078","2014",,,"490",,
"122079","2014",,,"490",,
"122080","2014",,,"490",,
"122081","2014",,,"490",,
"122082","2014",,,"490",,
"122083","2014",,,"490",,
"122084","2014",,,"490",,
"122085","2014",,,"490",,
"122086","2014",,,"490",,
"122087","2014",,,"490",,
"122088","2014",,,"490",,
"122089","2014",,,"490",,
"122090","2014",,,"490",,
"122091","2014",,,"490",,
"122092","2014",,,"490",,
"122093","2014",,,"490",,
"122094","2014",,,"490",,
"122095","2014",,,"490",,
"122096","2014",,,"490",,
"122097","2014",,,"490",,
"122098","2014",,,"490",,
"122099","2014",,,"490",,
"122100","2014",,,"510",,
"122101","2014",,,"510",,
"122102","2014",,,"510",,
"122103","2014",,,"510",,
"122104","2014",,,"510",,
"122105","2014",,,"510",,
"122106","2014",,,"510",,
"122107","2014",,,"510",,
"122108","2014",,,"510",,
"122109","2014",,,"510",,
"122110","2014",,,"510",,
"122111","2014",,,"510",,
"122112","2014",,,"510",,
"122113","2014",,,"510",,
"122114","2014",,,"510",,
"122115","2014",,,"510",,
"122116","2014",,,"510",,
"122117","2014",,,"510",,
"122118","2014",,,"510",,
"122119","2014",,,"510",,
"122120","2014",,,"510",,
"122245","2014",,,"850",,
"122248","2014",,,"850",,
"122249","2014",,,"850",,
"122250","2014",,,"850",,
"122251","2014",,,"850",,
"122252","2014",,,"850",,
"122279","2014",,,"850",,
"122280","2014",,,"850",,
"122281","2014",,,"850",,
"122284","2014",,,"850",,
"122285","2014",,,"850",,
"122286","2014",,,"850",,
"122287","2014",,,"850",,
"122288","2014",,,"850",,
"122307","2014",,,"850",,
"122309","2014",,,"850",,
"122310","2014",,,"850",,
"122315","2014",,,"850",,
"122316","2014",,,"850",,
"122317","2014",,,"850",,
"122318","2014",,,"850",,
"122319","2014",,,"850",,
"122320","2014",,,"850",,
"122321","2014",,,"850",,
"122322","2014",,,"850",,
"122323","2014",,,"910",,
"122324","2014",,,"910",,
"122325","2014",,,"910",,
"122326","2014",,,"910",,
"122327","2014",,,"910",,
"122328","2014",,,"910",,
"122329","2014",,,"910",,
"122330","2014",,,"910",,
"122331","2014",,,"910",,
"122332","2014",,,"910",,
"122333","2014",,,"910",,
"122335","2014",,,"910",,
"122336","2014",,,"910",,
"122337","2014",,,"910",,
"122338","2014",,,"910",,
"122339","2014",,,"910",,
"122340","2014",,,"910",,
"122341","2014",,,"910",,
"122342","2014",,,"910",,
"122343","2014",,,"910",,
"122344","2014",,,"910",,
"122345","2014",,,"910",,
"122350","2014",,,"910",,
"122598","2014",,,"135",,
"122599","2014",,,"135",,
"122600","2014",,,"135",,
"122601","2014",,,"135",,
"122602","2014",,,"130",,
"122603","2014",,,"135",,
"122604","2014",,,"135",,
"122605","2014",,,"135",,
"122606","2014",,,"135",,
"122607","2014",,,"135",,
"122608","2014",,,"135",,
"122609","2014",,,"135",,
"122610","2014",,,"135",,
"122611","2014",,,"135",,
"122612","2014",,,"135",,
"122613","2014",,,"135",,
"122614","2014",,,"135",,
"122615","2014",,,"135",,
"122616","2014",,,"135",,
"122617","2014",,,"140",,
"122618","2014",,,"140",,
"122619","2014",,,"140",,
"122620","2014",,,"140",,
"122621","2014",,,"140",,
"122622","2014",,,"140",,
"122623","2014",,,"140",,
"122624","2014",,,"140",,
"122625","2014",,,"140",,
"122626","2014",,,"140",,
"122627","2014",,,"140",,
"122628","2014",,,"140",,
"122629","2014",,,"140",,
"122630","2014",,,"140",,
"122631","2014",,,"140",,
"122632","2014",,,"140",,
"122633","2014",,,"140",,
"122634","2014",,,"140",,
"122635","2014",,,"140",,
"122636","2014",,,"140",,
"122637","2014",,,"140",,
"122638","2014",,,"140",,
"122639","2014",,,"140",,
"122640","2014",,,"140",,
"122641","2014",,,"140",,
"122642","2014",,,"140",,
"122643","2014",,,"140",,
"122644","2014",,,"140",,
"122645","2014",,,"140",,
"122646","2014",,,"140",,
"122647","2014",,,"140",,
"122648","2014",,,"140",,
"122649","2014",,,"140",,
"122650","2014",,,"140",,
"122651","2014",,,"140",,
"122652","2014",,,"140",,
"122653","2014",,,"140",,
"122654","2014",,,"140",,
"122655","2014",,,"140",,
"122656","2014",,,"140",,
"122657","2014",,,"140",,
"122658","2014",,,"140",,
"122659","2014",,,"140",,
"122660","2014",,,"140",,
"122661","2014",,,"140",,
"122662","2014",,,"140",,
"122663","2014",,,"140",,
"122664","2014",,,"140",,
"122665","2014",,,"140",,
"122666","2014",,,"140",,
"122667","2014",,,"140",,
"122668","2014",,,"140",,
"122669","2014",,,"140",,
"122670","2014",,,"140",,
"122671","2014",,,"140",,
"122672","2014",,,"140",,
"122673","2014",,,"140",,
"122674","2014",,,"140",,
"122675","2014",,,"140",,
"122676","2014",,,"140",,
"122677","2014",,,"140",,
"122678","2014",,,"140",,
"122679","2014",,,"140",,
"122680","2014",,,"140",,
"122681","2014",,,"140",,
"122682","2014",,,"140",,
"122683","2014",,,"140",,
"122684","2014",,,"140",,
"122685","2014",,,"140",,
"122686","2014",,,"140",,
"122687","2014",,,"140",,
"122784","2014",,,"484",,
"122785","2014",,,"484",,
"122786","2014",,,"540",,
"122787","2014",,,"490",,
"122788","2014",,,"490",,
"122789","2014",,,"490",,
"122790","2014",,,"484",,
"122791","2014",,,"490",,
"122792","2014",,,"490",,
"122793","2014",,,"490",,
"122794","2014",,,"490",,
"122795","2014",,,"490",,
"122796","2014",,,"490",,
"122797","2014",,,"490",,
"122798","2014",,,"490",,
"122799","2014",,,"490",,
"122800","2014",,,"490",,
"122801","2014",,,"490",,
"122802","2014",,,"490",,
"122803","2014",,,"490",,
"122804","2014",,,"490",,
"122805","2014",,,"490",,
"122806","2014",,,"490",,
"122807","2014",,,"490",,
"122808","2014",,,"490",,
"122809","2014",,,"490",,
"122810","2014",,,"490",,
"122811","2014",,,"490",,
"122812","2014",,,"490",,
"122813","2014",,,"490",,
"122814","2014",,,"490",,
"122815","2014",,,"490",,
"122816","2014",,,"490",,
"122817","2014",,,"490",,
"122818","2014",,,"490",,
"122819","2014",,,"490",,
"122820","2014",,,"510",,
"122821","2014",,,"510",,
"122822","2014",,,"510",,
"122823","2014",,,"510",,
"122824","2014",,,"510",,
"122825","2014",,,"510",,
"122826","2014",,,"510",,
"122827","2014",,,"510",,
"122828","2014",,,"510",,
"122829","2014",,,"510",,
"122830","2014",,,"510",,
"122831","2014",,,"510",,
"122832","2014",,,"510",,
"122833","2014",,,"510",,
"122834","2014",,,"510",,
"122835","2014",,,"510",,
"122836","2014",,,"510",,
"122837","2014",,,"510",,
"122838","2014",,,"510",,
"122839","2014",,,"510",,
"122840","2014",,,"510",,
"122871","2014",,,"591",,
"122872","2014",,,"591",,
"122966","2014",,,"850",,
"122967","2014",,,"850",,
"122968","2014",,,"850",,
"122969","2014",,,"850",,
"122970","2014",,,"850",,
"122971","2014",,,"850",,
"122972","2014",,,"850",,
"122999","2014",,,"850",,
"123000","2014",,,"850",,
"123001","2014",,,"850",,
"123003","2014",,,"850",,
"123004","2014",,,"850",,
"123005","2014",,,"850",,
"123006","2014",,,"850",,
"123007","2014",,,"850",,
"123032","2014",,,"850",,
"123033","2014",,,"850",,
"123034","2014",,,"850",,
"123035","2014",,,"850",,
"123036","2014",,,"850",,
"123037","2014",,,"850",,
"123038","2014",,,"850",,
"123039","2014",,,"850",,
"123040","2014",,,"850",,
"123041","2014",,,"850",,
"123042","2014",,,"850",,
"123043","2014",,,"910",,
"123044","2014",,,"910",,
"123045","2014",,,"910",,
"123046","2014",,,"910",,
"123047","2014",,,"910",,
"123048","2014",,,"910",,
"123049","2014",,,"910",,
"123050","2014",,,"910",,
"123051","2014",,,"910",,
"123052","2014",,,"910",,
"123053","2014",,,"910",,
"123063","2014",,,"910",,
"123064","2014",,,"910",,
"123065","2014",,,"910",,
"123066","2014",,,"910",,
"123067","2014",,,"910",,
"123318","2014",,,"135",,
"123319","2014",,,"135",,
"123320","2014",,,"130",,
"123321","2014",,,"130",,
"123322","2014",,,"130",,
"123323","2014",,,"130",,
"123324","2014",,,"135",,
"123325","2014",,,"135",,
"123326","2014",,,"135",,
"123327","2014",,,"135",,
"123328","2014",,,"135",,
"123329","2014",,,"135",,
"123330","2014",,,"135",,
"123331","2014",,,"135",,
"123332","2014",,,"135",,
"123333","2014",,,"135",,
"123334","2014",,,"135",,
"123335","2014",,,"135",,
"123336","2014",,,"135",,
"123337","2014",,,"135",,
"123338","2014",,,"135",,
"123339","2014",,,"140",,
"123340","2014",,,"140",,
"123341","2014",,,"140",,
"123342","2014",,,"140",,
"123343","2014",,,"140",,
"123344","2014",,,"140",,
"123345","2014",,,"140",,
"123346","2014",,,"140",,
"123347","2014",,,"140",,
"123348","2014",,,"140",,
"123349","2014",,,"140",,
"123350","2014",,,"140",,
"123351","2014",,,"140",,
"123352","2014",,,"140",,
"123353","2014",,,"140",,
"123354","2014",,,"140",,
"123355","2014",,,"140",,
"123356","2014",,,"140",,
"123357","2014",,,"140",,
"123358","2014",,,"140",,
"123359","2014",,,"140",,
"123360","2014",,,"140",,
"123361","2014",,,"140",,
"123362","2014",,,"140",,
"123363","2014",,,"140",,
"123364","2014",,,"140",,
"123365","2014",,,"140",,
"123366","2014",,,"140",,
"123367","2014",,,"140",,
"123368","2014",,,"140",,
"123369","2014",,,"140",,
"123370","2014",,,"140",,
"123371","2014",,,"140",,
"123372","2014",,,"140",,
"123373","2014",,,"140",,
"123374","2014",,,"140",,
"123375","2014",,,"140",,
"123376","2014",,,"140",,
"123377","2014",,,"140",,
"123378","2014",,,"140",,
"123379","2014",,,"140",,
"123380","2014",,,"140",,
"123381","2014",,,"140",,
"123382","2014",,,"140",,
"123383","2014",,,"140",,
"123384","2014",,,"140",,
"123385","2014",,,"140",,
"123386","2014",,,"140",,
"123387","2014",,,"140",,
"123388","2014",,,"140",,
"123389","2014",,,"140",,
"123390","2014",,,"140",,
"123391","2014",,,"140",,
"123392","2014",,,"140",,
"123393","2014",,,"140",,
"123394","2014",,,"140",,
"123395","2014",,,"140",,
"123396","2014",,,"140",,
"123397","2014",,,"140",,
"123398","2014",,,"140",,
"123399","2014",,,"140",,
"123400","2014",,,"140",,
"123401","2014",,,"140",,
"123402","2014",,,"140",,
"123403","2014",,,"140",,
"123404","2014",,,"140",,
"123405","2014",,,"140",,
"123503","2014",,,"484",,
"123504","2014",,,"484",,
"123505","2014",,,"484",,
"123506","2014",,,"484",,
"123507","2014",,,"484",,
"123508","2014",,,"484",,
"123509","2014",,,"484",,
"123510","2014",,,"484",,
"123511","2014",,,"484",,
"123512","2014",,,"490",,
"123513","2014",,,"490",,
"123514","2014",,,"490",,
"123515","2014",,,"490",,
"123516","2014",,,"490",,
"123517","2014",,,"490",,
"123518","2014",,,"490",,
"123519","2014",,,"490",,
"123520","2014",,,"490",,
"123521","2014",,,"490",,
"123522","2014",,,"490",,
"123523","2014",,,"490",,
"123524","2014",,,"490",,
"123525","2014",,,"490",,
"123526","2014",,,"490",,
"123527","2014",,,"490",,
"123528","2014",,,"490",,
"123529","2014",,,"490",,
"123530","2014",,,"490",,
"123531","2014",,,"490",,
"123532","2014",,,"490",,
"123533","2014",,,"490",,
"123534","2014",,,"490",,
"123535","2014",,,"490",,
"123536","2014",,,"490",,
"123537","2014",,,"490",,
"123538","2014",,,"490",,
"123539","2014",,,"490",,
"123540","2014",,,"516",,
"123541","2014",,,"510",,
"123542","2014",,,"510",,
"123543","2014",,,"510",,
"123544","2014",,,"510",,
"123545","2014",,,"510",,
"123546","2014",,,"510",,
"123547","2014",,,"510",,
"123548","2014",,,"510",,
"123549","2014",,,"510",,
"123550","2014",,,"510",,
"123551","2014",,,"510",,
"123552","2014",,,"510",,
"123553","2014",,,"510",,
"123554","2014",,,"510",,
"123555","2014",,,"510",,
"123556","2014",,,"510",,
"123557","2014",,,"510",,
"123558","2014",,,"501",,
"123559","2014",,,"501",,
"123560","2014",,,"501",,
"123685","2014",,,"850",,
